Intake24 code,Action,English Description,Local description,Local description/Malay,Local description/Mandarin,Local description/Tamil,Food composition table,Food composition record ID,Ready Meal Option,Same As Before Option,Reasonable Amount,Use In Recipes,Associated Food / Category,Brand Names,Associated Food / Category (Malay),Associated Food / Category (Tamil),Portion size estimation methods,Categories,,,,,,,
MY011738,5,"Roti canai, telur (egg)","Roti canai, telur","Roti canai, telur","印度煎饼, roti canai, 鸡蛋","முட்டை ரொட்டி சானை , Roti Canai, Telur",MyFCDCombined,221024,,,,,"SAUC({en: Did you have any condiments with your Roti canai (eg. dhal, curry, pickle, chutney)? If you have more than one or cannot find it in the list, please go to update foods",,"SAUC{ms: Adakah anda mengambil kuah/pelengkap bersama Roti canai, telur (cth: dhal, kari, chutney, jeruk)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","SAUC({ta: முட்டை ரொட்டி சானை , Roti Canai, Telur உடன் சேர்த்து பருப்பு/ கறி/ சட்னி/ ஊறுகாய்/ சாப்பிட்டீர்களா?})","Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",BRED,FJTA,,,,,,
MY011739,5,Roti jala,Roti jala,Roti jala,"马来风味面饼, roti jala","ரொட்டி ஜால, Roti jala",,,,,,,"MEAT{en: Did you have any side dishes with your Roti jala (eg. chicken curry, beef curry)? If you have more than one or cannot find it in the list, please go to update foods.}),

",,"MEAT({ms: Adakah anda mengambil hidangan sampingan bersama Roti jala (cth: kari ayam, kari daging)?
Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","MEAT ({ta: ரொட்டி ஜால, Roti jala உடன் சேர்த்து மாட்டிறைச்சி கறி  / கோழி கறி சாப்பிட்டீர்களா?})","Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",BRED,FJTA,,,,,,
MY011740,5,Roti tampal,Roti tampal,Roti tampal,"印度煎饼, roti canai, tampal","ரொட்டி தம்பால், Roti tampal",,,,,,,"SAUC({en: Did you have any condiments with your Roti canai (eg. dhal, curry, pickle, chutney)? If you have more than one or cannot find it in the list, please go to update foods.}) ",,"SAUC{ms: Adakah anda mengambil kuah/pelengkap bersama Roti tampal (cth: dhal, kari, chutney, jeruk)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","SAUC({ta: ரொட்டி தம்பால், Roti tampal உடன் சேர்த்து பருப்பு/ கறி/ சட்னி/ ஊறுகாய்/ சாப்பிட்டீர்களா?})","Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",BRED,FJTA,,,,,,
MY011741,5,Roti tisu,Roti tisu,Roti tisu,"印度煎饼, roti canai, tisui","ரொட்டி திசு, Roti Tisu",,,,,,,"SAUC({en: Did you have any condiments with your Roti canai (eg. dhal, curry, pickle, chutney)? If you have more than one or cannot find it in the list, please go to update foods.}) ",,"SAUC{ms: Adakah anda mengambil kuah/pelengkap bersama Roti tisu (cth: dhal, kari, chutney, jeruk)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","SAUC({ta: ரொட்டி திசு, Roti Tisu உடன் சேர்த்து பருப்பு/ கறி/ சட்னி/ ஊறுகாய்/ சாப்பிட்டீர்களா?})","Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",BRED,FJTA,,,,,,
MY011742,5,Roti tsunami/banjir,Roti tsunami/banjir,Roti tsunami/banjir,"印度煎饼, roti canai, tsunami","ரொட்டி சுனாமி, Roti Tsunami",,,,,,,,,,,"Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",BRED,FJTA,,,,,,
MY011743,5,Scallion pancakes,Scallion pancakes,Pancake bawang,葱油饼 ,வெங்காயத்தாள் பான்கேக்,,,,,,,,,,,"Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",BRED,CRUM,,,,,,
MY011744,5,"Sharwarma, beef","Sharwarma, beef","Shawarma, daging","沙威玛烤肉卷, sharwarma, 牛肉","ஷர்வர்மா, மாட்டிறைச்சி",Saudi,10,,,,,"SAUC({en: Did you have any condiments with your Shawarma (eg. chilli sauce, mayonnaise)? If you have more than one or cannot find it in the list, please go to update foods.}) 

CRPS({en: Did you have any side dishes with your Shawarma (eg. french fries, coleslaw)? If you have more than one or cannot find it in the list, please go to update foods.})",,"SAUC{ms: Adakah anda mengambil kuah/pelengkap bersama Shawarma, daging (cth: cili sos, mayonis)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".}),
CRPS({ms: Adakah anda mengambil hidangan sampingan bersama Shawarma, daging (cth: kentang goreng, coleslaw)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","SAUC({ta: ஷர்வர்மா, மாட்டிறைச்சி உடன் சேர்த்து மிளகாய் சாஸ்கள் / மயோனைஸ் சாப்பிட்டீர்களா?})
CRPS ({ta: ஷர்வர்மா, மாட்டிறைச்சி உடன் சேர்த்து பிரெஞ்சு ப்ரைஸ் / கோல்ஸ்லா சாப்பிட்டீர்களா?})","Method: as-served, conversion: 1.0, serving-image-set: UAE_Shawarma",BRED,CRUM,,,,,,
MY011745,5,"Sharwarma, chicken","Sharwarma, chicken","Shawarma, ayam","沙威玛烤肉卷, sharwarma, 鸡肉","ஷர்வர்மா, கோழி",Saudi,22,,,,,"SAUC({en: Did you have any condiments with your Shawarma (eg. chilli sauce, mayonnaise)? If you have more than one or cannot find it in the list, please go to update foods.}) 

CRPS({en: Did you have any side dishes with your Shawarma (eg. french fries, coleslaw)? If you have more than one or cannot find it in the list, please go to update foods.})",,"SAUC{ms: Adakah anda mengambil kuah/pelengkap bersama Shawarma, ayam (cth: cili sos, mayonis)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".}),
CRPS({ms: Adakah anda mengambil hidangan sampingan bersama Shawarma, ayam (cth: kentang goreng, coleslaw)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","SAUC({ta: ஷர்வர்மா, கோழி உடன் சேர்த்து மிளகாய் சாஸ்கள் / மயோனைஸ் சாப்பிட்டீர்களா?})
CRPS ({ta: ஷர்வர்மா, கோழி உடன் சேர்த்து பிரெஞ்சு ப்ரைஸ் / கோல்ஸ்லா சாப்பிட்டீர்களா?})","Method: as-served, conversion: 1.0, serving-image-set: UAE_Shawarma",CRPS,CRSP,,,,,,
MY011746,5,"Sharwarma, mutton","Sharwarma, mutton","Shawarma, kambing","沙威玛烤肉卷, sharwarma, 羊肉","ஷர்வர்மா, ஆட்டிறைச்சி",Saudi,10,,,,,"SAUC({en: Did you have any condiments with your Shawarma (eg. chilli sauce, mayonnaise)? If you have more than one or cannot find it in the list, please go to update foods.}) 

CRPS({en: Did you have any side dishes with your Shawarma (eg. french fries, coleslaw)? If you have more than one or cannot find it in the list, please go to update foods.})",,"SAUC{ms: Adakah anda mengambil kuah/pelengkap bersama Shawarma, kambing (cth: cili sos, mayonis)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".}),
CRPS({ms: Adakah anda mengambil hidangan sampingan bersama Shawarma, kambing (cth: kentang goreng, coleslaw)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","SAUC({ta: ஷர்வர்மா, ஆட்டிறைச்சி உடன் சேர்த்து மிளகாய் சாஸ்கள் / மயோனைஸ் சாப்பிட்டீர்களா?})
CRPS ({ta: ஷர்வர்மா, ஆட்டிறைச்சி உடன் சேர்த்து பிரெஞ்சு ப்ரைஸ் / கோல்ஸ்லா சாப்பிட்டீர்களா?})","Method: as-served, conversion: 1.0, serving-image-set: UAE_Shawarma",BRED,FJTA,,,,,,
MY011747,5,Spicy fried popiah,Spicy fried popiah,Popiah pedas,马来甜辣薄饼， popiah,"காரமான பொரித்த போபியா, Popiah",,,,,,,,,,,"Method: guide-image, conversion: 0.5, guide-image-id: MY_MalayKuihPlatter
",BRED,FJTA,,,,,,
MY011748,5,"Vegetable spring roll/popiah, fried","Vegetable spring roll/popiah, fried","Spring roll/popiah sayur, goreng","炸芒光薄饼, popiah","பொரித்தது காய்கறி ஸ்பிரிங் ரோல், Popiah",MyFCDCombined,213029,,,,,"SAUC({en: Did you have any condiments with your Vegetable spring roll/popiah, fried (eg. chilli sauce, mayonnaise)? If you have more than one or cannot find it in the list, please go to update foods.}) ",,"SAUC{ms: Adakah anda mengambil kuah/pelengkap bersama Spring roll/popiah sayur, goreng (cth: cili sos, mayonis)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","SAUC({ta: பொரித்தது காய்கறி ஸ்பிரிங் ரோல், Popiah உடன் சேர்த்து மிளகாய் சாஸ்கள் / மயோனைஸ் சாப்பிட்டீர்களா?})","Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",CARB,CCGR,,,,,,
MY011749,5,"Wheat-based snacks/keropok (e.g Tam Tam Snekku, Mi-Mi Snack)","Wheat-based snacks/keropok (e.g Tam Tam Snekku, Mi-Mi Snack)","Snek berasaskan gandum/keropok (contoh: Tam Tam Snekku, Mi-Mi Snack)","小麦小吃（如TAM TAM Snekku, Mi-Mi小吃）","கோதுமை சார்ந்த தின்பண்டங்கள்/கெரோபோக் (எ.கா. Tam Tam Snekku, Mi-Mi Snack)",,,,,,,,,,,"Method: guide-image, conversion: 1.0, guide-image-id: MY_KeropokPlatter",CRPS,CRSP,,,,,,
MY011801,5,Chapati,Chapati,Chapati,"印度小麦煎饼, chapati",சப்பாத்தி,Singapore HPB,SIN00000614,,,,,"CURS({en: Did you have any condiments with your Chapati (eg. dhal, curry, pickle, chutney)? If you have more than one or cannot find it in the list, please go to update foods.}) ",,"CURS({ms: Adakah anda mengambil kuah/sos bersama Chapati (cth: dhal, kari, jeruk, chutney)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","CURS({ta: சப்பாத்தி உடன் சேர்த்து பருப்பு, கறி, ஊறுகாய், சட்னி சாப்பிட்டீர்களா?})","Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",VTGB,,,,,,,
MY011802,5,Poori/roti puri,Poori/roti puri,Poori/roti puri,"印度煎饼, poori",பூரி,Singapore HPB,SIN00002728,,,,,"CURS({en: Did you have any condiments with your Poori (eg. dhal, curry, pickle, chutney)? If you have more than one or cannot find it in the list, please go to update foods.}) ",,"CURS({ms: Adakah anda mengambil kuah/sos bersama Poori/roti puri (cth: dhal, kari, jeruk, chutney)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","CURS({ta: பூரி உடன் சேர்த்து பருப்பு, கறி, ஊறுகாய், சட்னி சாப்பிட்டீர்களா?})","Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",VTGB,POTS,BOLP,,,,,
MY011902,5,Quinoa salad,Quinoa salad,Salad quinoa,藜麦沙拉 ,குயினோவா சாலட்,France - Table Ciqual 2020_ENG_2020 07 0,25629,,,,,,,,,"Method: as-served, conversion: 1.0, serving-image-set: NDNS_mixed_salad, leftovers-image-set: NDNS_mixed_salad_leftovers",VTGB,POTS,POTD,,,,,
MY020101,5,Kerepek sukun (breadfruit crisp),Kerepek sukun (breadfruit crisp),Kerepek sukun (keripik buah roti),波罗蜜薯片,"கிரேப்பெக் சுக்குன், Kerepek sukun",,,,,,,,,,,"Method: guide-image, conversion: 1.0, guide-image-id: MY_KerepekPlatter",CRPS,CRSP,,,,,,
MY020201,5,"Cassava, tuber, boiled","Cassava, tuber, boiled","Ubi kayu, rebus",熟木薯,வேகவைத்தது மரவள்ளிக்கிழங்கு,,,,,,,"CURS({en: Did you have any condimentss with your Cassava, tuber?  (eg. coconut, curry, sugar, sambal)? If you have more than one or cannot find it in the list, please go to update foods.}) ",,"CURS({ms: Adakah anda mengambil kuah/pelengkap bersama Ubi kayu, rebus (cth: kari, gula, sambal, kelapa)? Jika terdapat lebih dari satu atau tidak menemui didalam senarai ini, sila ke ""sunting makanan"".})","CURS({ta: வேகவைத்தது மரவள்ளிக்கிழங்கு உடன் சேர்த்து தேங்காய், கறி, சர்க்கரை, சம்பல் சாப்பிட்டீர்களா?}),","Method: guide-image, conversion: 1.0, guide-image-id: MY_KerepekPlatter",VTGB,POTS,BKDP,,,,,
MY020301,5,"Ubi kembili (coleus tuber), boiled","Ubi kembili (coleus tuber), boiled","Ubi kembili (tuber coleus), rebus",熟的马铃薯 ,வேகவைத்தத இனிப்பு உருளைக்கிழங்கு/Ubi kembili,,,,,,,,,,,"Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",VTGB,POTS,POTD,,,,,
MY020401,5,Aloo pakora,Aloo pakora,Aloo pakora,"印度油炸小吃, aloo pakora",ஆலு பகோரா,UK - CoFID,15-831,,,,,,,,,"Method: guide-image, conversion: 1.0, guide-image-id: My_Vadai",VTGB,POTS,POTD,,,,,
MY020402,5,"Baked potato crisp, flavoured (e.g Lays, Lotus)","Baked potato crisp, flavoured (e.g Lays, Lotus)","Keripik kentang bakar, berperisa (contoh: Lays, Lotus)","烘烤马铃薯片, 原味的（例如Lays，Lotus）","வேகவைத்த உருளைக்கிழங்கு மிருதுவானது, சுவை ஊட்டியது (எ.கா. Lays, Lotus)",,,,,,,,,,,"Method: guide-image, conversion: 1.0, guide-image-id: AUSChipsLarge
Method: guide-image, conversion: 1.0, guide-image-id: AUSChipsSnack
Method: guide-image, conversion: 1.0, guide-image-id: AUSpringles",CRPS,CRSP,,,,,,
MY020404,5,Baked potato w salt,Baked potato w salt,Keripik kentang bakar dengan garam,马铃薯配咸,உப்புடன் பேக் பண்ண உருளைக்கிழங்கு,Singapore HPB,SIN00002663,,,,,,,,,"Method: as-served, conversion: 1.0, serving-image-set: potato_jacket
Method: as-served, conversion: 1.0, serving-image-set: potatoes_roast, leftovers-image-set: potatoes_roast_leftovers",VTGB,POTS,CHIP,,,,,
MY020406,5,Bergedil (deep fried potato patties),Bergedil (deep fried potato patties),Bergedil (patties kentang goreng),"马来马铃薯饼, begedil","பெர்கெடில்,Bergedil ",,,,,,,MY030614({en: Did you have Sambal kicap (soy sauce sambal) with your bergedil (deep fried potato patties)?}),,MY030614({ms: Adakah anda mengambil sambal kicap bersama Bergedil?}),"MY030614 ({ta:பெர்கெடில்,Bergedil  உடன் சேர்த்து சோயா சாஸ் (சாம்பல்), Sambal kicap சாப்பிட்டீர்களா?}),","Method: standard-portion, conversion: 1.0, units-count: 1, unit0-name: pieces, unit0-weight: 3.5, unit0-omit-food-description: false",VTGB,POTS,BKDP,,,,,
MY020407,5,Braised potatoes with minced pork,Braised potatoes with minced pork,Kentang rebus dengan daging cincang,马铃薯焖肉碎,துண்டு துண்தாக வெட்டப்பட்ட பன்றி இறைச்சியுடன் பிரேஸ் செய்யப்பட்ட உருளைக்கிழங்கு,,,,,,,,,,,"Method: as-served, conversion: 1.0, serving-image-set: MY_braised_potatoes_r5yuyv
Method: guide-image, conversion: 1.0, guide-image-id: MY_LadleGuide",VTGB,POTS,MASH,,,,,
